,score,text
1396,-1,"RT @ponyaccess: Even if your chair layout is weird, Pony Axe S still copes. We never exclude anyone and we don't intend to ever start. We a…"
1397,-1,RT @JeffMontes5: @realDonaldTrump Why was it a crime for Nixon to wiretap democrats at watergate but IT IS OK for Obama to wiretap Republic…
1398,-1,"RT @gal_deplorable: The MSM has been weaponized...do not believe what you've been told.

#WakeUpAmerica
#Obama
#Propaganda
#QAnon https://t…"
1399,0,"RT @DougSides: <ed><U+00A0><U+00BD><ed><U+00B8><U+00B1> Judges appointed by Obama have ruled the World War I Cross that has stood since 1925 in Bladensburg, Maryland, must be rem…"
1400,-1,"@Patriot27037659 @RealCandaceO @sweetatertot2 @realDonaldTrump I forget, how many indictments and guilty pleas did… https://t.co/NKQy0qAj92"
1401,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1402,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
1403,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1404,0,RT @o_ema: DC District Court just ordered HHS  to continue funding Teen Pregnancy Prevention programs until the end of the grant period tha…
1405,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
1406,-1,@thehill Obama would Penn his name to anything that would help \HIS / cause. He is a liar
1407,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1408,-1,"RT @pinkk9lover: I’m sure #PresidentTrump didn’t touch germy filthy #SkankyDaniels I’m  also sure that if Obama did, they were forever sile…"
1409,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1410,0,@lukerosiak @LarrySchweikart @wajidasyed This is Obama’s....Hillary’s....DNC’s  doing....<ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B1><U+00BF><ed><U+00A0><U+00BD><ed><U+00B2><U+00A9>
1411,0,Ex-CIA Chief Just Proved Obama Admin Knew EXACTLY What The Russians Were Up to During 2016 Election… https://t.co/1JhK6RJ7YL
1412,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1413,1,RT @Education4Libs: I wish the FBI was half as good at stopping mass shooters as they are at protecting Hillary &amp; Obama.
1414,0,@KyleKashuv @BarackObama How did this become about race?? Leave it to Obama...
1415,-2,"BREAKING: Congress Has Just Demanded A CRIMINAL INVESTIGATION Into Clinton, Comey, And Other Obama Admin.  https://t.co/rP4voeRLx5"
1416,-2,RT @CarmineZozzora: Idiot menace Barack Obama defended and glorified Islam ad nauseam for 8 years and is worshipping by the seditious Left…
1417,0,"RT @C_3C_3: 2012:

Obama - Perkins Coie - Fusion GPS

2016:

Hillary - Perkins Coie - Fusion GPS

Before it is all said &amp; done we will find…"
1418,-1,Obama Just Sent A Huge Message From The Parkland Kids — It Will Make Gun Owners’ Heads Shake https://t.co/lQYBiNn2Wo via @dailycaller
1419,-1,RT @tonyposnanski: I miss Obama
1420,-1,RT @johnastoehr: 1. Republicans talked a lot about tyranny during the years President Barack Obama was in power. They talked about being “c…
1421,-2,RT @GrizzleMeister: Obama/Clinton/Soros puppet Stephanopoulos States he  provides viewers with the straight &amp; arrow without bias. Claims no…
1422,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1423,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1424,-1,@bailedireachmom @wallet_open @davidhogg111 @lauren_hoggs @NRA Hogg wasn’t even there to experience the horrific sh… https://t.co/ax7csnfq1U
1425,-1,RT @RedNationRising: Obama’s fraudster “climate expert” John Beale rubber stamped the CO2 “endangerment finding” among other dubious “findi…
1426,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1427,0,"RT @UG0TTRUMPED: Why are D’s aggressively attacking Pruitt?
Why is MSM aggressively attacking Pruitt?
https://t.co/Z07wmah3UE
Are you awake…"
1428,0,RT @GrizzleMeister: Educated idiots like Mrs Obama continually have 2remind people of how ignorant they R as they constantly open their foo…
1429,0,"RT @GiampaoloRossi: Jeffrey Sachs: ""Obama inviò Cia e sauditi in operazioni coperte per cercare di rovesciare Assad e fu un disastro (...)…"
1430,-2,RT @CarmineZozzora: Idiot menace Barack Obama defended and glorified Islam ad nauseam for 8 years and is worshipping by the seditious Left…
1431,0,Parkland student rips Obama for essay on shooting survivors https://t.co/6IHuQfgw1g
1432,-2,RT @SparkleSoup45: <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5><ed><U+00A0><U+00BD><ed><U+00B2><U+00A3>BREAKING: CRIMINAL Referrals Made By Lawmakers To The DOJ On Senior Obama Officials And Other Key Players including HI…
1433,1,"RT @hrenee80: The very man who Obama once said “will not be President” is showing him exactly how it’s supposed to be done.

You’re welcome…"
1434,-2,"RT @KaniJJackson: If Comey is “slippery” and  Obama is “cheatin”,  what do we call a guy sued by pornstar, accused of assault, who got his…"
1435,0,RT @BuzzFeed: You won't believe what Obama says in this video <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/n2KloCdF2G
1436,-1,"RT @Will_Bunch: How has Mitch McConnell trashed American democracy? Let me count the ways -- kneecapping Obama and Merrick Garland, blockin…"
1437,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1438,1,"RT @kazweida: Winning is when Barack Obama writes your #TIME100 profile.

""They have the power so often inherent in youth: to see the world…"
1439,0,@raventerp1 @LastLiberalLeft @RoseAJacob @MommaTNYC @markbreedy @Eviljohna @CitizensFedUp @josecanyousee… https://t.co/6VCZn3mfPu
1440,0,"RT @HuffPostPol: ""The Parkland students are shaking us out of our complacency,"" President Barack Obama wrote for #Time100. https://t.co/SaD…"
1441,0,@1776Stonewall @Lyn1350 We're ruled by tyrants. They are still all over government and Obama nailed them in place with civil servant status.
1442,1,"RT @girlsreallyrule: FOR THE RECORD: I am a Dem who's very happy with what Barack Obama achieved during his tenure, despite never having th…"
1443,0,"RT @CNN: Former President Obama: The students of Parkland ""are shaking us out of our complacency"" https://t.co/LAMTGWMIHj https://t.co/krIg…"
1444,-1,"I wouldn’t want to be included in the same category as Al Gore and Obama, either! Meaningless trophy, mocks accompl… https://t.co/C82IlcdlHF"
1445,-1,"RT @dslideman: What Obama is doing to take America and this administration down. 30,000 people working daily to destroy America!!
We must S…"
1446,0,RT @FakCancer: @nickiknowsnada @twmentality1 @Billy_Ray28 @Darren_2502 @disgruntled_old @Archie21012 @KarenBoles @abrodazed @FilosoferMonke…
1447,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1448,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1449,0,RT @o_ema: DC District Court just ordered HHS  to continue funding Teen Pregnancy Prevention programs until the end of the grant period tha…
1450,-1,@KamalaHarris @lafourchette Obama for jail. Bye bitch.
1451,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1452,-2,"RT @TheRISEofROD: General Flynn was illegally targeted &amp; taken down by rogue Obama FBI.

Andrew McCabe said...
""F#@K Flynn &amp; then we
 F#@K…"
1453,-1,@Comey Where are your memos on Hillary and Obama?  Didn't you take any?  Why not? You are beneath contempt!  You wo… https://t.co/5f26PiW8eT
1454,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1455,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1456,0,"Talk about opening a can of worms!
https://t.co/6Tbb25OdTl"
1457,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1458,1,@TrumpGirlStrong ISIS fears President Trump.  They NEVER dreamed of executing Obama. Trump has hamstrung them with… https://t.co/t3U2DnbBNF
1459,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1460,0,@rlbmcb14 @FixAmericaNow_ @GiveYouTheReal @ExtremistIndy @tomsimon12345 @JerseyPine_L @dapplegraypony @lderby1007… https://t.co/b67ZVqCm4v
1461,0,RT @NathanCloe: @DreamNPurple @Booduh @MariePolder @_sweetmissy_ @realDonaldTrump I'm a former member of the military and one of the very f…
1462,0,"RT @RepDeSantis: The dissimilarity in zealousness between Mueller &amp; Clinton investigations is serious. Accordingly, I have referred to the…"
1463,1,"RT @ChristianSArceo: @JulianaHarkavy @realDonaldTrump Alright fair but those guys were just on his campaign, they weren’t necessarily his f…"
1464,-3,"RT @owillis: democrats: don't want to seem too partisan by saying ""impeach""

republicans: obama wasnt born here. pelosi is a devil worshipp…"
1465,1,@davidhogg111 Thought you loved obama https://t.co/57BnU1xTyT
1466,0,@Comey So you believe obama had moral values?   Are you on drugs Jim?   Obama is a terrorist!   You had your head s… https://t.co/vBjjIhz9wY
1467,-1,@WSJ After stymieing Obama at every opportunity it’s funny to listen to the crying republicans telling you the Dems… https://t.co/YuTmJhelCr
1468,0,"RT @CNN: Former President Obama: The students of Parkland ""are shaking us out of our complacency"" https://t.co/LAMTGWMIHj https://t.co/krIg…"
1469,-3,"RT @owillis: democrats: don't want to seem too partisan by saying ""impeach""

republicans: obama wasnt born here. pelosi is a devil worshipp…"
1470,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1471,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1472,0,@IResistAsWell @RalfNoens @RepublicanB4Hil @ShafPatel @realDonaldTrump Hardley no one in Congress did anything to t… https://t.co/5Vw1vP9zGd
1473,-1,"RT @gal_deplorable: The MSM has been weaponized...do not believe what you've been told.

#WakeUpAmerica
#Obama
#Propaganda
#QAnon https://t…"
1474,0,RT @Ookay: Beyoncé is going to bring out Obama for weekend 2 of Coachella. I’m calling it now.
1475,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1476,3,"RT @PhilMcCrackin44: <ed><U+00A0><U+00BD><ed><U+00B2><U+00A5> What the MSM doesn’t want you to know : @CNN  @MSNBC 

THE OBAMA DOJ AND FBI WORKED TO SPY ON AND DEFEAT THE TRUMP C…"
1477,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1478,-3,"RT @scooter_annie: I've Said For A Long Time=""Annuls Of History Will Show Obama Admin to Be Darkest Devious Divisive Destructive Era Ever I…"
1479,0,@ericawerner @marcorubio did you feel that way with obama in office??
1480,-1,RT @johnastoehr: 1. Republicans talked a lot about tyranny during the years President Barack Obama was in power. They talked about being “c…
1481,-3,"This is funny, scary, and weird all at the same time. https://t.co/i1f6AoYRNr"
1482,1,@TonyGreyGoose @SenBlumenthal @EPA @EPAScottPruitt Carcinogens - Looks like your guy Obama didn’t give a S#!T about… https://t.co/cCfcR57jc1
1483,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1484,-2,"RT @KaniJJackson: If Comey is “slippery” and  Obama is “cheatin”,  what do we call a guy sued by pornstar, accused of assault, who got his…"
1485,3,"RT @rogergumley: @acoyne “populist right”? 
Interesting how journos now ascribe “populist” to the right. 
Bernie Sanders movement not popul…"
1486,1,"The Doctor and Michelle Obama visit Wimbledon, where they make love to an armadillo"
1487,0,RT @BuzzFeed: You won't believe what Obama says in this video <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> https://t.co/n2KloCdF2G
1488,0,RT @nytimes: Opinion: The cost of Barack Obama’s speech https://t.co/Hkj9HhheKz https://t.co/lsm2DueLbj
1489,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1490,-2,"@WSJ Merrick Garland,Tom Cotton refusing to vote for Ambassador to Bahamas to “stick it to Obama,” refusing to vote… https://t.co/vmyAYUtaj9"
1491,0,#ThursdayThought https://t.co/NhH92baOTP
1492,1,@VETS_VS_BANNON @sk_duffy @politico You're you should say thank you . Now that your paying for HEAlthcare thanks to… https://t.co/2fYygSAzZI
1493,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1494,-1,The left will be completely okay with this. If it was Obama they’d cry for war. https://t.co/NnD9ufX1qr
1495,0,@WitmerCarl @thebradfordfile https://t.co/Zprb3GIbwr
1496,0,@LauraWi32702281 @mikandynothem @codeofvets @junogsp5 @LeahR77 @DrMartyFox @Corrynmb @Hoosiers1986 @GrizzleMeister… https://t.co/EmcLqAE8mR
1497,0,"RT @larryelder: If #StormyDaniels' $140K pay off is possibly an ""illegal campaign contribution,"" what do you call Sen. Barack Obama's real…"
1498,-1,"RT @GrandOpUSA: DEMOCRAT CORRUPTION: Obama and Lynch ordered the FBI to stand down on the Clinton Foundation investigation!

FBI's McCabe t…"
1499,-2,"RT @TitusNation: Just read all of Trump's tweets about Comey. How long do we let this classless, immoral, porn star fucking, narcissistic,…"
1500,-1,"RT @AmericanGirl815: <ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>BREAKING!<ed><U+00A0><U+00BD><ed><U+00BA><U+00A8>

Eleven House #Republicans have asked the DOJ and AG Sessions to investigate several #Obama era officials.…"
1501,0,"RT @RealMattCouch: We are trying to reach 100 Patron's on Patreon. We are currently at 60. 60% to our goal. Just $3, $5, $10 per month goes…"
1502,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1503,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1504,0,"RT @polishprincessh: This has to STOP! Our nation, all it has endured &amp; all the sacrifices made... are being not only disrespected but remo…"
1505,0,"@fernandofgonz @cynthiasalecki If you can provide proof to back up your accusation, I'll be happy to take a look. I… https://t.co/Mf4h1KEvjW"
1506,0,RT @TravisAllen02: President Obama #OldThingsIWantBack
1507,-2,@KyleKashuv @BarackObama It is so sad that you and your ilk have to make his essay out to be something negative; ma… https://t.co/57kHFFkV4p
1508,0,"RT @kylegriffin1: Barack Obama praises the Parkland survivors: “Our kids now show us what we’ve told them America is all about, even if we…"
1509,1,RT @EricJafMN: @ericawerner And Marco Rubio said the same thing when President Obama nominated Merrick Garland to the Supreme Court.  JK
1510,0,RT @thehill: Obama pens piece for Time celebrating Parkland survivors https://t.co/tsbBXgPw7V https://t.co/KECUrSJm6o
1511,-1,RT @tonyposnanski: I miss Obama
1512,0,RT @justlucky190: Do you see the difference?  This is just one reason why other countries didn't respect us during the 8 years of the joke…
1513,1,"RT @Pink_About_it: Obama was emailing with Lisa Page about Hillary’s server--

Wait......I'm old enough to remember when Obama claimed the…"
1514,0,RT @thehill: Obama pens piece for Time celebrating Parkland survivors https://t.co/tsbBXgPw7V https://t.co/KECUrSJm6o
1515,0,"RT @davidhogg111: Thanks, Obama.  https://t.co/ydeXa3TFhg"
1516,-1,"RT @GrandOpUSA: DEMOCRAT CORRUPTION: Obama and Lynch ordered the FBI to stand down on the Clinton Foundation investigation!

FBI's McCabe t…"
1517,1,RT @tchristensen00: Barrack Obama? More like Barrack Obummer!
1518,0,RT @JudicialWatch: JW still demanding answers: JW filed a FOIA lawsuit w/ DOJ &amp; the NSA for the truth on the Obama White House role in the…
1519,-2,@JeffBElliott @dipeshregmi3 @mjfree So you don't care Obama lied blatantly on multiple accounts in regards to peopl… https://t.co/wi8Oo2kkO9
1520,1,"RT @Pink_About_it: Obama was emailing with Lisa Page about Hillary’s server--

Wait......I'm old enough to remember when Obama claimed the…"
